baselineId,file,patternId,riskTier,originalText,normalizedTextHash,baselineLocator,baselineContextHash,sourceFileHash,scannerConfigHash,line,column
claim-d94a7b1c5facb4279c80,content/comparisons/privacy-first-period-apps-2026-ranked.mdx,ftc,HIGH,Improved post-FTC action.,436cdb43cf5cb1def293133f89402b9881cef51516d094862ec1b58d86982f3f,body:root.children[16].sentence[1],393b6e739c5607a7b5589488feae04f0f732a634794beda39f9eb27a845f0c7d,f9edf3589c6826eebec44e309f3b055b60b997733132c312271c67491dc63336,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,47
claim-e3b29589bc42ac94bbcd,content/comparisons/stardust-vs-clue.mdx,dollar,HIGH,Stardust: $29.99/year.,1cc68f4490a537882657651d9eecd4a713551016f447b383b5fb91e8387bd2d1,body:root.children[16].sentence[0],ffa2faf7878a1bcfed255b49ea087813cfa863086b5d4ba1abf36168b1c47669,51327153cb2e66a4a63ba6b322f4b68a8609327932caf6fe6a6762f211081889,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,11
claim-78ec00f4b493695169d6,content/comparisons/stardust-vs-clue.mdx,dollar,HIGH,Clue Plus: $39.99/year (free tier with no ads).,2564fd53e0f513ee71a36c05b7fea00dca765f571cf4248471e718b35ad101f3,body:root.children[16].sentence[1],ffa2faf7878a1bcfed255b49ea087813cfa863086b5d4ba1abf36168b1c47669,51327153cb2e66a4a63ba6b322f4b68a8609327932caf6fe6a6762f211081889,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,35
claim-cf33fe0c6f1a8dc065a5,content/comparisons/stardust-vs-clue.mdx,dollar,HIGH,Pricing runs about $29.99/year.,c78697aca308878115705b70bb1c78d7f40bfe412b798f9991fed7c35faecfa8,body:root.children[6].sentence[2],e671222eca1d4270ba0471299de7224c92cacaa08a3392aa06da6020c796dd56,51327153cb2e66a4a63ba6b322f4b68a8609327932caf6fe6a6762f211081889,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,14,148
claim-679e88f15c2695e4084d,content/comparisons/stardust-vs-clue.mdx,ftc,HIGH,There is no documented FTC enforcement history and no significant privacy settlement on record.,5a7d9334949488eab9008c230910afc46ab5a438f1e971a92d7e494bef019296,body:root.children[9].sentence[2],bda6f2b9559a8eee6c32feeaf018831f253f50a997b54a0509808917cdaa4bc4,51327153cb2e66a4a63ba6b322f4b68a8609327932caf6fe6a6762f211081889,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,20,181
claim-16216620bdae6dc08c17,content/comparisons/stardust-vs-clue.mdx,dollar,HIGH,"Clue Plus is about $39.99/year, with a free tier that has no ads.",db386524fd051f199ad0aaf34f51e83075fda603e93b190de7dbe7bb0df0c0df,body:root.children[9].sentence[3],bda6f2b9559a8eee6c32feeaf018831f253f50a997b54a0509808917cdaa4bc4,51327153cb2e66a4a63ba6b322f4b68a8609327932caf6fe6a6762f211081889,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,20,273
claim-53b5968f5f1d1bf946f9,content/comparisons/symptom-logging-apps-compared.mdx,ftc,HIGH,The FTC took enforcement action in 2021 for sharing health data with Facebook and Google.,16241fb89ab3db31affb4d2693708db29f9c5c6d2f0b583aad359cf5763884f0,body:root.children[16].sentence[2],8b68643d1e8d5bffa9eb77c311547d8a7df875b4cdc1f706d10b0b06a0e5bd8e,b33a47051a837db1fa0bf1a601ea319df16c4b69eed921e4932308cd8585f149,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,123
claim-d571ca039693437603aa,content/comparisons/symptom-logging-apps-compared.mdx,dollar,HIGH,Flo settled a $59.5M class action in 2025.,62af750ec0bdbfb923325355108ad797e4a312c762907f792e33c15bd18a967c,body:root.children[16].sentence[3],8b68643d1e8d5bffa9eb77c311547d8a7df875b4cdc1f706d10b0b06a0e5bd8e,b33a47051a837db1fa0bf1a601ea319df16c4b69eed921e4932308cd8585f149,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,34,223
claim-f9eebe02b8171e853ac8,content/comparisons/teen-safe-period-trackers-compared.mdx,ftc,HIGH,Flo has a documented history of sharing reproductive health data with Facebook and Google before the FTC intervened.,d8eb81452a623a93855e7bf785de6275da48774c1bf36fefcd5bda7e0f1cc4f1,body:root.children[28].sentence[1],d5bd6c734fb19d0f9835e6f1693994ca3214f69014674c1eecef47e35e7fb3b0,77f4fe76874fddf19d3decbefe7730c9b7aa78257d80b973f06c30857a7afe0b,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,58,135
claim-f3d853b0d7efc642de55,content/condition-guides/endometriosis-fertility-treatment.mdx,ftc,MED,Flo Health settled an FTC enforcement action in 2021 for sharing user health data with Facebook and Google.,3786d0a42cfec77eedc93d71ccd8e6f0b4115ee7cdcf7a64d1118cb7e92b5691,body:root.children[39].sentence[2],41aaff832d5241c5788893484de0bd3e3593049360dfcf255d71cc2b9110ae67,1d4f619d359a55423a58c38cf259142c2e6a0d635f42c63359848f9d5c7db170,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,96,180
claim-3e0fbaad1ba667755a1e,content/condition-guides/endometriosis-hrt-menopause.mdx,ftc,MED,Flo Health settled an FTC enforcement action in 2021 for sharing reproductive health data with Facebook and Google without adequate disclosure.,48da7c0b134bf6aedc0c177be6f224fa91a3c93f491d3e60fd00247e8a273b54,body:root.children[32].sentence[1],152c82de24e5107a1e3f4d6cecc3f019b63eae848d9899aa635e2fde47324bb3,f51ee14c14ab4f7a1ecb823fd263b79bc233d18d93caf27b2ec185db783ad64a,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,69,185
claim-3713c52a98033160ac55,content/condition-guides/endometriosis-stage-3-what-to-track.mdx,ftc,MED,Flo Health settled an FTC enforcement action in 2021 for sharing reproductive health data with Facebook and Google.,f77fdfda35609cc6eef75bd0072ba0e3be80d47da59a6ea9846aaabc1d9aa065,body:root.children[37].sentence[0],fce17bfd16449f87f59734ac7b7d3e916867188d833536b9dcafa26b846cf7d5,a5ec2d7d20a703042d70ee85a3e2db6c844cb94c35d9bf485d417323ac9b6ec1,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,94,23
claim-5adedb30cc7979e84215,content/condition-guides/endometriosis-stage-3-what-to-track.mdx,dollar,MED,A $59.5 million class action followed in 2025.,6ffec3860a00770aa3ac6a5042f44149ede5ace9ce2d98abe11679396b55e18c,body:root.children[37].sentence[1],fce17bfd16449f87f59734ac7b7d3e916867188d833536b9dcafa26b846cf7d5,a5ec2d7d20a703042d70ee85a3e2db6c844cb94c35d9bf485d417323ac9b6ec1,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,94,119
claim-8f5f0da0f9926439900b,content/condition-guides/fertile-window-explained.mdx,percent,MED,"Only 30% of women had their fertile window fall entirely within Days 10 to 17, the range most standard advice covers",1af15592633aac8932ad7af3580061f456ad25d7677d6b155280efcd402601ef,body:root.children[11].children[0].children[0].sentence[0],b3025d7caee7903f7abfaa57ac94cdc8ec09e2b0b507089992de202aa44e0626,be6e570c4eb74bcc89ae271a50f71178795d5c4e7a4fdac67a0176762d6963bf,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,25,8
claim-fdaa97ed260d4256eb80,content/condition-guides/fibroids-symptoms-tracking.mdx,ftc,MED,"Flo Health settled a 2021 FTC enforcement action for sharing user period and health data with Facebook and Google, despite promising users their data was private.",492616b8187f24e6d02c283b98e2dad666dd5fccbbd2ebda9922642fa695ec32,body:root.children[31].sentence[0],1292d323fb5af96c6d3a6795590420326c394c61e429ce2da2e60cab67195f20,d905a97f227db1f74d6515e51fa0455c5930040c9c820a79682f25a56748a9be,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,73,27
claim-d69c38a677c8b057937a,content/condition-guides/fibroids-symptoms-tracking.mdx,dollar,MED,A $59.5 million class action settlement followed in 2025.,378560714a69f8113d2e6fa148604b83c30593cd5fe5cde1e1af5814ea6bd470,body:root.children[31].sentence[1],1292d323fb5af96c6d3a6795590420326c394c61e429ce2da2e60cab67195f20,d905a97f227db1f74d6515e51fa0455c5930040c9c820a79682f25a56748a9be,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,73,166
claim-8a0ad666dc9004e4819a,content/condition-guides/intense-period-pain-vs-endometriosis.mdx,ftc,MED,"Flo Health, one of the most popular period tracking apps, settled an FTC enforcement action in 2021 for sharing user health data, including period information, with Facebook and Google without adequate disclosure.",fbf377124694a4e8a8c72aab808cf586ba695f19e14205731b89376af7736143,body:root.children[39].sentence[0],b60ce0aef4d26a4659841616d82788f4947ee197ca70ce43ed9b45ee5211d46e,83d18946e4a4c8a922ac5a7b863f9f4ae134b41b9ccda100d2ce7549d72e138a,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,84,70
claim-6d5200cefa35cde5f10f,content/condition-guides/intense-period-pain-vs-endometriosis.mdx,dollar,MED,A class action lawsuit settled for $59.5 million in 2025.,d4ec361b0a6597aa9a069180061520c3d9c65e16fd3b4f1c4f12bdacb0f32de0,body:root.children[39].sentence[1],b60ce0aef4d26a4659841616d82788f4947ee197ca70ce43ed9b45ee5211d46e,83d18946e4a4c8a922ac5a7b863f9f4ae134b41b9ccda100d2ce7549d72e138a,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,84,250
claim-56615057d9d629bab546,content/condition-guides/irregular-periods-when-to-see-doctor.mdx,ftc,MED,"Flo Health, one of the most downloaded period tracking apps, settled an FTC enforcement action in 2021 after being found to share user period data with Facebook and Google for advertising purposes.",69a7874447ea59ad2e81f2668bb7702bea099e64997096f6bed5270d7855009d,body:root.children[34].sentence[0],8d5f1a62efcb4701949f904d717b55588d522ad007d84b94e1aea5d02854b35f,a6befe2306153d37c5c41a7a1a71c69574646cf4331993f0150a6ffcfa809d3c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,74,73
claim-5cf75ac3934b1264bde7,content/condition-guides/irregular-periods-when-to-see-doctor.mdx,dollar,MED,A class action settled in 2025 for $59.5 million.,51bee345d8c7493a4fcc279d3ca7985574d8a85e44bc5fcfde3b39750c04c63b,body:root.children[34].sentence[1],8d5f1a62efcb4701949f904d717b55588d522ad007d84b94e1aea5d02854b35f,a6befe2306153d37c5c41a7a1a71c69574646cf4331993f0150a6ffcfa809d3c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,74,234
claim-a0b2d6d6446fdbb79dca,content/condition-guides/laparoscopy-endometriosis-recovery.mdx,ftc,MED,Flo Health settled an FTC enforcement action in 2021 for sharing users' data with Facebook and Google despite privacy promises.,949f81f34bd16c6b696e6e72f1f825b3431bea7c8668de742f164002f7ec269f,body:root.children[30].sentence[1],7554390bc40b387a113c1057c8badff3c8bdcbe0a4614bccd4f337b081ce7912,828b872746b5da7933acff24418248ded6b145bffcfc10778ead478d7e326483,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,77,69
claim-5f8e58db2afe10b51d9f,content/condition-guides/menorrhagia-heavy-periods-guide.mdx,percent,MED,"Reports suggest they affect up to 70% of people with uteruses by age 50, though most cause no symptoms.",8f495e9f5f62b9b7d2d1d1081f3ac9180b950b18eb950c377e2ed7be8926bfe8,body:root.children[10].sentence[1],65f57ced5af15e30b93bf68e3753abfcac927a2c1dd1cb1256308734764136a1,73e3978a8874b87493a14ea62899c4692aa3f497e0e8e5be510795b866b55fb4,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,26,97
claim-d6b44dc02fbc9480b522,content/condition-guides/menorrhagia-heavy-periods-guide.mdx,percent,MED,"Common (found in 10-24% of people with abnormal uterine bleeding), and most often benign, though rare malignant transformation occurs.",63a8ff74a1e0578fdfad6a13755a1782541be1f0ae860f445ee33bcd9e742869,body:root.children[18].sentence[1],7488ca59e05767ae3bd70c4741d0ceeae1211fc9a6e0b7f6a6f9657cee52419c,73e3978a8874b87493a14ea62899c4692aa3f497e0e8e5be510795b866b55fb4,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,42,104
claim-d7d7690f3bf2cabb9427,content/condition-guides/menorrhagia-heavy-periods-guide.mdx,percent,MED,"Von Willebrand disease (VWD) is found in approximately 13% of people with heavy menstrual bleeding, a higher rate than in the general population (approximately 1%).",9454ca17acf21147c7254b37b92473c0bbfbf3884aea91b33dea920765564ff7,body:root.children[21].sentence[0].occurrence[0],e03386285b1032571960c60f88a735ff2a68014b1879d6db61048154622e5111,73e3978a8874b87493a14ea62899c4692aa3f497e0e8e5be510795b866b55fb4,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,48,56
claim-41dde233be5441904400,content/condition-guides/menorrhagia-heavy-periods-guide.mdx,percent,MED,"Von Willebrand disease (VWD) is found in approximately 13% of people with heavy menstrual bleeding, a higher rate than in the general population (approximately 1%).",9454ca17acf21147c7254b37b92473c0bbfbf3884aea91b33dea920765564ff7,body:root.children[21].sentence[0].occurrence[1],e03386285b1032571960c60f88a735ff2a68014b1879d6db61048154622e5111,73e3978a8874b87493a14ea62899c4692aa3f497e0e8e5be510795b866b55fb4,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,48,161
claim-6755d5db2913cf212ab1,content/condition-guides/pcos-period-irregularity-tracking.mdx,ftc,MED,"Flo Health settled an FTC enforcement action in 2021 for sharing user data, including menstrual cycle information, with Facebook and Google for targeted advertising.",798420dc0e0c9293bae7d3b5b62da24704e9a7718f7d54bdaea89f6045aa86fc,body:root.children[29].sentence[1],7af0c1f7c9aff5c73a2efffc923eddbe2adc9a5cb3db155b5b2c152e18dd14ff,77e3cc623eacef56b2d36b296356f6338e717c7eb6a83ca1034ee50c8a4ef4da,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,60,178
claim-a563fcc44cd5a97343e5,content/guides/can-police-access-period-tracker-data.mdx,ftc,HIGH,"The primary legal protection is FTC Section 5, which governs deceptive practices, not government data access.",d140699caed8501ff75836b11d5ea9159197c5dbe050a3bcc79a1e441194dc68,body:root.children[2].sentence[2],ce081c0add34f8693da6ddcc8ada31589ddcbbb83b109d0c670388f6ced3a6a9,c90da83896e3de449e0a73e1576b27b476d8f5d8bec66303340c051413d07f6c,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,6,230
claim-16da8bf37a071606b636,content/guides/clue-privacy-deep-dive.mdx,named-case,HIGH,"After the Dobbs decision in June 2022, Clue's leadership published a statement: ""We promise you that we will never turn your private health data over to any authority that could use it against you.""",08c6a1ae8adb1efc887f329581372cfbae0089ca29dfa235a6f36f6237e44976,body:root.children[1].sentence[0],3222b0f5734bfaedaa4539aaed210d4ac87627feb4b65158bf8fae86919ada0d,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,11
claim-5ea23aba46af858e850c,content/guides/clue-privacy-deep-dive.mdx,dollar,HIGH,"One month before Dobbs, reporters at Vice's Motherboard purchased data from Narrative, a data broker, for approximately $100.",c9ab36155370068a24ffae3f5b36fb4463692c1a1853c87bed8654d160230651,body:root.children[13].sentence[0],0002593cb821a4912615aadc8b64302ef3e58ca0c552974313ec67072b10c8dc,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,28,121
claim-b41242644e26a0a2fc57,content/guides/clue-privacy-deep-dive.mdx,named-case,HIGH,"One month before Dobbs, reporters at Vice's Motherboard purchased data from Narrative, a data broker, for approximately $100.",c9ab36155370068a24ffae3f5b36fb4463692c1a1853c87bed8654d160230651,body:root.children[13].sentence[0],0002593cb821a4912615aadc8b64302ef3e58ca0c552974313ec67072b10c8dc,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,28,18
claim-b349de276f29e5c1d7eb,content/guides/clue-privacy-deep-dive.mdx,named-case,HIGH,"Mozilla's privacy review program evaluated Clue in August 2022, two months after Dobbs, and gave it a warning label.",9f4979ea41ca10e74637108c7e057dc9b6b762912ec00d212fdcf643388aca58,body:root.children[17].sentence[0],c11ec3631c43106cbcf0fb4617cb9da364c7afeefd7ed970ccb698ad787c8bbe,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,36,82
claim-2622549099b7ca121936,content/guides/clue-privacy-deep-dive.mdx,named-case,HIGH,"For an app whose primary marketing message after Dobbs was privacy protection, the Mozilla evaluation contradicted that positioning.",54960b1cb69224e1a3e2d26fa3f71b87be60a7112a5267351f0ce8f96922565d,body:root.children[19].sentence[1],fbe3018149a2405e90fb65e8e9ac8331da16f72442681100813db7331af5b3b4,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,40,186
claim-b1388ef7901640677b97,content/guides/clue-privacy-deep-dive.mdx,dollar,HIGH,"Unlike Flo, which underwent a $59.5 million FTC settlement and subsequently obtained dual ISO 27001/27701 certification, Clue has no independent third-party privacy certification on public record.",8a660997110957541f9760321ab91d1860fe147fbfbe93d897796db5bb68552e,body:root.children[29].sentence[2],a9f36640a8f63c58f57e25ee2e93e9cce524c81e35d560e7fd3a67bb7ba24693,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,60,240
claim-ae311cd9f3731fba2dbd,content/guides/clue-privacy-deep-dive.mdx,ftc,HIGH,"Unlike Flo, which underwent a $59.5 million FTC settlement and subsequently obtained dual ISO 27001/27701 certification, Clue has no independent third-party privacy certification on public record.",8a660997110957541f9760321ab91d1860fe147fbfbe93d897796db5bb68552e,body:root.children[29].sentence[2],a9f36640a8f63c58f57e25ee2e93e9cce524c81e35d560e7fd3a67bb7ba24693,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,60,254
claim-f2d357495e50074c1984,content/guides/clue-privacy-deep-dive.mdx,ftc,HIGH,"It has no FTC enforcement action, no documented sharing of in-app health data with Facebook or Google for advertising, and GDPR jurisdiction provides a real legal barrier to US law enforcement access.",d400c64a67c4a2e67cb02c6bda9c3aee94def6cc8a19c676d3ed97822bbdfd36,body:root.children[32].sentence[1],ad25c98df36167596a9eb70febb82c65e087f4721f24e185887ffb3db160ab86,f5f6dbadb23618d85a55bb662076d352a5868e557bfbf0b4f979c5164879e327,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,66,68
claim-7f3b18d4c8d1da01aa58,content/guides/data-brokers-reproductive-health.mdx,named-case,HIGH,"**Law enforcement and investigative services**: Some brokers have sold data to law enforcement agencies, and location data near reproductive health facilities has been identified as a specific risk category since the Dobbs decision.",9ef685e4e6cfa0d36f5aede367c8bb95d305afc71d0118c273eb9098d590f642,body:root.children[10].children[3].children[0].sentence[0],e60e6df4fa3f569e89b49703c6a7e0ab24a04ccb7cbb0367a13cdd6f46ecc146,de1df3a2a78684beb8fd6469ac5cdd97d208060548e369f955d3d62f2f1f2be6,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,25,220
claim-948741c27f8b6aed31d7,content/guides/data-brokers-reproductive-health.mdx,ftc,HIGH,The FTC has taken some enforcement actions in this space.,cf4acf7f7daebb8df0ae5a9b5ab1b16164662c867365bb66665427d8e9886e96,body:root.children[15].sentence[0],6c4f43cc0baecb95307bd58cbc8c6806c2c6d67d52dec8f49ea640be5db63b7c,de1df3a2a78684beb8fd6469ac5cdd97d208060548e369f955d3d62f2f1f2be6,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,35,5
claim-b26f8f89666098751686,content/guides/data-brokers-reproductive-health.mdx,ftc,HIGH,The [FTC's enforcement actions](/resources/guides/how-sdks-leak-period-data) against Flo and Premom documented exactly this pipeline.,c41c6cbbf9a47d255c87e17698149b67230be8412fb5acb3b3cc5ad43d9c86b2,body:root.children[2].sentence[3],5e67126d7188599626574a217ef9a6e7c7f5cf38f8b65d6ed17b04afc6b3b495,de1df3a2a78684beb8fd6469ac5cdd97d208060548e369f955d3d62f2f1f2be6,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,6,349
claim-fe6606536eb760250469,content/guides/delete-flo-account-keep-data.mdx,ftc,HIGH,"Data that Flo shared with Facebook, Google, and Flurry through embedded SDKs before the FTC enforcement action is not retrievable by deleting your Flo account.",d5f69033982c3cdf65d117fdcf32c1c438f3c37ea45a73996a751e8e26b11d6c,body:root.children[14].sentence[0],72ed9b7c798d92096da4eba83e0cd991fec0ca4fc0c15fe9b888ec77c03ea988,b081a5b63d46bdb71c6501f44941942398ebb70a39e9a508c5ca32dc99ca358d,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,30,89
claim-0a5eb836407af4e6524f,content/guides/does-flo-sell-your-data.mdx,ftc,HIGH,"The FTC found that between 2016 and 2019, Flo shared users' reproductive health information (period dates, pregnancy status, and health symptoms) with Facebook and Google via embedded third-party SDKs.",3b3c9013210fbeaedf2c12c191930cc3bfc8527bbe55ddb2e7eebbf6097ebb9e,body:root.children[1].sentence[1],0604f2943828a15a803f525e497a3f0a08895501530aeed4e710676c143841da,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,4,108
claim-0ba4f69f6faea62bd388,content/guides/does-flo-sell-your-data.mdx,dollar,HIGH,"In September 2025, Reuters reported that a combined $59.5M settlement resolved claims against Google, Flo Health, and Flurry.",bd03cbdc5f38b79dd43a5dc5feea224f897ceb522ec16bc17b7465b764433cd7,body:root.children[12].sentence[1],dc90297f9c8730ac06e27ec887e1741462e0a4073fa22ce914b7f3817a07e1fb,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,32,103
claim-7ed7b6de45326c72315d,content/guides/does-flo-sell-your-data.mdx,case-citation,HIGH,"A jury on August 1, 2025 separately found Meta liable in the Frasco v. Flo Health case related to Facebook SDK data access.",c6ac44df24a3ba1d5dc8bb78aed49649b09f0d770e14d986f55f9380b85737a7,body:root.children[12].sentence[2],dc90297f9c8730ac06e27ec887e1741462e0a4073fa22ce914b7f3817a07e1fb,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,32,238
claim-679e3feffd3a900de883,content/guides/does-flo-sell-your-data.mdx,named-case,HIGH,"A jury on August 1, 2025 separately found Meta liable in the Frasco v. Flo Health case related to Facebook SDK data access.",c6ac44df24a3ba1d5dc8bb78aed49649b09f0d770e14d986f55f9380b85737a7,body:root.children[12].sentence[2],dc90297f9c8730ac06e27ec887e1741462e0a4073fa22ce914b7f3817a07e1fb,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,32,238
claim-8c4424ede70f51d0edd9,content/guides/does-flo-sell-your-data.mdx,ftc,HIGH,January 2021: FTC announces enforcement action against Flo Health.,69c02c6aff6f11170d7d65984b05c1a88139d21e4f9fa005d8972a84908b7c14,body:root.children[15].children[1].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,38,17
claim-533ea5d5e123f56aa1f7,content/guides/does-flo-sell-your-data.mdx,ftc,HIGH,June 2021: FTC finalizes consent order.,d194ec1ba2ea12c99463ab7b61b39792a277c53056ff56606edb4bb86082794d,body:root.children[15].children[2].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,39,14
claim-bc9602929acaba8a382d,content/guides/does-flo-sell-your-data.mdx,dollar,HIGH,March 2025: Flurry (Yahoo) settles for $3.5M.,f3e0fa3bc64a3bc1644fb3cf3ab64275eaf748ef10ce2ce1d115bc3e7e193c27,body:root.children[15].children[3].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,40,42
claim-9f666857458a149a3d07,content/guides/does-flo-sell-your-data.mdx,dollar,HIGH,July 2025: Google and Flo Health settle for $56M during trial.,ac2dec92f0fbd0d4a8d0eeca44beb719f23aaf8159c0a1902d8d49bddc5af82a,body:root.children[15].children[4].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,41,47
claim-fee157be6bdd534f3913,content/guides/does-flo-sell-your-data.mdx,case-citation,HIGH,August 2025: Jury finds Meta liable in the Frasco v. Flo Health case.,acb3c15af579492e648463c746d5db9466a88af9552ae09047bdffdc3d6462bb,body:root.children[15].children[5].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,42,46
claim-f90382fb784ba50371bc,content/guides/does-flo-sell-your-data.mdx,named-case,HIGH,August 2025: Jury finds Meta liable in the Frasco v. Flo Health case.,acb3c15af579492e648463c746d5db9466a88af9552ae09047bdffdc3d6462bb,body:root.children[15].children[5].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,42,46
claim-7894b6459fb3e65e8e58,content/guides/does-flo-sell-your-data.mdx,dollar,HIGH,September 2025: Reuters reports combined $59.5M settlement.,71e52ed322d85ff0d36969b6fb42552ce21050bb8640b4fe637bbc7db1e31006,body:root.children[15].children[6].children[0].sentence[0],a74dd36106565d0e8d5f5b598b395cad8e68b4440cdc910e2e5bc2a1b58ec230,190e9b65b6499290b41c9757d4a54fad3d441e0e2d2c6192079fef77c5dcdbe2,e8cd847fd14f4d9854ae328352ad1f93f72e83217586df8bc295879bc055c99c,43,44
